round,task_id,member,dataset,source_split,image_id,image_file,width,height,package,source_image,sha256
round2,r2-member3-MC-OCR-train-mcocr_public_145013tffpu,member3,MC-OCR,train,mcocr_public_145013tffpu,images/mcocr_public_145013tffpu.jpg,768,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tffpu.jpg,f46bb86f57696277c1b36d1ad3ecb15d5941ca501ea5e5df0a1117f52a3ea3e8
round2,r2-member3-MC-OCR-train-mcocr_public_145013tgayt,member3,MC-OCR,train,mcocr_public_145013tgayt,images/mcocr_public_145013tgayt.jpg,576,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tgayt.jpg,ed878ccc40c213ea9b7a075e7fa01a79182be6f2ae7e810fb0f3f8aa5d46f723
round2,r2-member3-MC-OCR-train-mcocr_public_145013tifph,member3,MC-OCR,train,mcocr_public_145013tifph,images/mcocr_public_145013tifph.jpg,1024,1366,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tifph.jpg,5a25136f8453c0fa00185a1c3c3b67065319c38422b8e27abe654c1f679e1537
round2,r2-member3-MC-OCR-train-mcocr_public_145013tlipr,member3,MC-OCR,train,mcocr_public_145013tlipr,images/mcocr_public_145013tlipr.jpg,768,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tlipr.jpg,ddf967425d0359aed07fc71700deafd932550721bc79ed57df7fd8dd19e82e26
round2,r2-member3-MC-OCR-train-mcocr_public_145013tljfn,member3,MC-OCR,train,mcocr_public_145013tljfn,images/mcocr_public_145013tljfn.jpg,576,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tljfn.jpg,a033e64e46cb8e7a4f5e7e0141b5c8eb994be888cd4f5406301851d23ff06eae
round2,r2-member3-MC-OCR-train-mcocr_public_145013tmibr,member3,MC-OCR,train,mcocr_public_145013tmibr,images/mcocr_public_145013tmibr.jpg,960,1280,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tmibr.jpg,94e21567e2aaf6440d63987d6e8b8a51cfb299fa99aef8848430234e0827533f
round2,r2-member3-MC-OCR-train-mcocr_public_145013tmshn,member3,MC-OCR,train,mcocr_public_145013tmshn,images/mcocr_public_145013tmshn.jpg,1024,768,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tmshn.jpg,aba898716973263a6ee6f901871c2697e8a3e19725da8df04006a17048d19826
round2,r2-member3-MC-OCR-train-mcocr_public_145013tnlbk,member3,MC-OCR,train,mcocr_public_145013tnlbk,images/mcocr_public_145013tnlbk.jpg,590,1280,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tnlbk.jpg,31a464ff183b80ae06575a474605e0cbb8a752aa44da53ad5640131f9ae6e86b
round2,r2-member3-MC-OCR-train-mcocr_public_145013tumhj,member3,MC-OCR,train,mcocr_public_145013tumhj,images/mcocr_public_145013tumhj.jpg,1024,1820,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tumhj.jpg,ea04f9aef7543c432cdcf9184ac3f971df056ce3e4a79713bda84b206f9fc69f
round2,r2-member3-MC-OCR-train-mcocr_public_145013tupze,member3,MC-OCR,train,mcocr_public_145013tupze,images/mcocr_public_145013tupze.jpg,768,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tupze.jpg,ab49015a94a91a8f51354d711297a375a4deaa7ea1a11e2a624f73ebaa0a8230
round2,r2-member3-MC-OCR-train-mcocr_public_145013tvyce,member3,MC-OCR,train,mcocr_public_145013tvyce,images/mcocr_public_145013tvyce.jpg,576,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013tvyce.jpg,84c4a3d098380375ae88214d219c73bc05d5246505b8769613a2f64940810f8e
round2,r2-member3-MC-OCR-train-mcocr_public_145013udktj,member3,MC-OCR,train,mcocr_public_145013udktj,images/mcocr_public_145013udktj.jpg,768,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013udktj.jpg,c9e6e48cf00915beb8096ad4771883f86101913275ed0e51d9dc0ab587f0113a
round2,r2-member3-MC-OCR-train-mcocr_public_145013uexmk,member3,MC-OCR,train,mcocr_public_145013uexmk,images/mcocr_public_145013uexmk.jpg,576,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013uexmk.jpg,0c78936b024c43147113381182992fd0371436d9301e84f26bc1b6e5d27f58a6
round2,r2-member3-MC-OCR-train-mcocr_public_145013ufbki,member3,MC-OCR,train,mcocr_public_145013ufbki,images/mcocr_public_145013ufbki.jpg,1024,1366,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013ufbki.jpg,df1841c0a58fb053db705eae78723c4d43d860c93edf90b05a2dbbc0f294d6d6
round2,r2-member3-MC-OCR-train-mcocr_public_145013uixud,member3,MC-OCR,train,mcocr_public_145013uixud,images/mcocr_public_145013uixud.jpg,768,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013uixud.jpg,8a8b353cea2fe9e648e1a4c281d31eb8753296515860e436fcb8710754ef8721
round2,r2-member3-MC-OCR-train-mcocr_public_145013unjxn,member3,MC-OCR,train,mcocr_public_145013unjxn,images/mcocr_public_145013unjxn.jpg,1024,768,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013unjxn.jpg,46b37492960658dcf73042d17c98cd78f17204ce1729dcaa6e75891cba0a611a
round2,r2-member3-MC-OCR-train-mcocr_public_145013uomce,member3,MC-OCR,train,mcocr_public_145013uomce,images/mcocr_public_145013uomce.jpg,576,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013uomce.jpg,807fbfafdbf3d740cdf2cf8e5d1b03afe5cc10f209bb11659e50e8486a1e0674
round2,r2-member3-MC-OCR-train-mcocr_public_145013uqtmx,member3,MC-OCR,train,mcocr_public_145013uqtmx,images/mcocr_public_145013uqtmx.jpg,576,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013uqtmx.jpg,8133d21db256b02d08ed4fdb4255b1cf89915a1473bb0bd725f4c4ad4b80c022
round2,r2-member3-MC-OCR-train-mcocr_public_145013utfgs,member3,MC-OCR,train,mcocr_public_145013utfgs,images/mcocr_public_145013utfgs.jpg,472,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013utfgs.jpg,236c1ca63fc16e73bb3be083adfd374d89706d712fb569199a011e7af98b96e4
round2,r2-member3-MC-OCR-train-mcocr_public_145013uwdpy,member3,MC-OCR,train,mcocr_public_145013uwdpy,images/mcocr_public_145013uwdpy.jpg,768,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013uwdpy.jpg,d756863d05f5fda11617db03b1b70c53690219c987ccaffbe11d6f8c018a876d
round2,r2-member3-MC-OCR-train-mcocr_public_145013vbjnr,member3,MC-OCR,train,mcocr_public_145013vbjnr,images/mcocr_public_145013vbjnr.jpg,1024,1366,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013vbjnr.jpg,3714da52734889de2e809b15c4365f67b5faabf6e12e80020e2f37af3462d0c4
round2,r2-member3-MC-OCR-train-mcocr_public_145013vcpta,member3,MC-OCR,train,mcocr_public_145013vcpta,images/mcocr_public_145013vcpta.jpg,1024,1366,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013vcpta.jpg,8da603dcc761ccb5e95ea52ba7dd39f7e23f0cea34e765eb657fa36fe35efb54
round2,r2-member3-MC-OCR-train-mcocr_public_145013vfius,member3,MC-OCR,train,mcocr_public_145013vfius,images/mcocr_public_145013vfius.jpg,472,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013vfius.jpg,dd7c7e85d1ee4849c2663b572128c01179402ff1520a402da86c5106cefe3870
round2,r2-member3-MC-OCR-train-mcocr_public_145013vgvpe,member3,MC-OCR,train,mcocr_public_145013vgvpe,images/mcocr_public_145013vgvpe.jpg,472,1024,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013vgvpe.jpg,d4e2a38ba8f583145df7d76d0e4c2111993888b41db373059703bad24d31d682
round2,r2-member3-MC-OCR-train-mcocr_public_145013vilkn,member3,MC-OCR,train,mcocr_public_145013vilkn,images/mcocr_public_145013vilkn.jpg,720,1280,member3/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013vilkn.jpg,b894a4423e689fa158cec524be8c6b1d9a2d7f2063c45c647600ebe7f061b3fa
