round,task_id,member,dataset,source_split,image_id,image_file,width,height,package,source_image,sha256
round2,r2-member8-MC-OCR-train-mcocr_public_145014wcjoc,member8,MC-OCR,train,mcocr_public_145014wcjoc,images/mcocr_public_145014wcjoc.jpg,1024,1366,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wcjoc.jpg,f34e8863baa0a5aebad719905ca6f5eb66b31f703f2926a2b1dece383d817206
round2,r2-member8-MC-OCR-train-mcocr_public_145014wcltx,member8,MC-OCR,train,mcocr_public_145014wcltx,images/mcocr_public_145014wcltx.jpg,768,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wcltx.jpg,9fa484c4cdb26204a7688674475267698f28728cd0e27c5e5352c91b796d5af8
round2,r2-member8-MC-OCR-train-mcocr_public_145014wcrlk,member8,MC-OCR,train,mcocr_public_145014wcrlk,images/mcocr_public_145014wcrlk.jpg,768,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wcrlk.jpg,20622cc73b09b2c0f3c7e0ce182590b290b18d2f78132545f25487fc98b487ab
round2,r2-member8-MC-OCR-train-mcocr_public_145014wdhcw,member8,MC-OCR,train,mcocr_public_145014wdhcw,images/mcocr_public_145014wdhcw.jpg,1024,2276,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wdhcw.jpg,44be9c69c996a61296fdc2b85b3337a852abea580244ebb9117f768b0ede3be0
round2,r2-member8-MC-OCR-train-mcocr_public_145014wdzrp,member8,MC-OCR,train,mcocr_public_145014wdzrp,images/mcocr_public_145014wdzrp.jpg,768,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wdzrp.jpg,5534fe063bd15e79529d59cb637b8aa335baa84eca2ce863dbc4efa04a77e75f
round2,r2-member8-MC-OCR-train-mcocr_public_145014wejxq,member8,MC-OCR,train,mcocr_public_145014wejxq,images/mcocr_public_145014wejxq.jpg,768,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wejxq.jpg,283be2683540fe83fa825c3beef97b11b829e879d1e549c5e3754f7871e6ad8d
round2,r2-member8-MC-OCR-train-mcocr_public_145014wgbsx,member8,MC-OCR,train,mcocr_public_145014wgbsx,images/mcocr_public_145014wgbsx.jpg,768,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wgbsx.jpg,dc2c467a72e9b3b9060a80ab9e3dd187971a42aa13084f12ac3ebc614dd85d4b
round2,r2-member8-MC-OCR-train-mcocr_public_145014wgexm,member8,MC-OCR,train,mcocr_public_145014wgexm,images/mcocr_public_145014wgexm.jpg,768,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wgexm.jpg,9d451e58f0ccc6e3a1c63de42c5884ac5091c0d08809e3e84b4702966d5ec59b
round2,r2-member8-MC-OCR-train-mcocr_public_145014wgimk,member8,MC-OCR,train,mcocr_public_145014wgimk,images/mcocr_public_145014wgimk.jpg,1024,1366,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wgimk.jpg,e3a6b93d4ba7a4660bd9507c7ea89de382ff81c4c0db767b5e61e5f454794781
round2,r2-member8-MC-OCR-train-mcocr_public_145014wgjvg,member8,MC-OCR,train,mcocr_public_145014wgjvg,images/mcocr_public_145014wgjvg.jpg,1024,1366,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wgjvg.jpg,3882ae66f42c6f94121f7b929e5b27b66913c4e7ecab5e18bdb81920245e6aeb
round2,r2-member8-MC-OCR-train-mcocr_public_145014whgiz,member8,MC-OCR,train,mcocr_public_145014whgiz,images/mcocr_public_145014whgiz.jpg,720,1280,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014whgiz.jpg,68f9261b81b9f398347b977fa4003dc184c34a61b2b0836c66bb8b3a4f7c6389
round2,r2-member8-MC-OCR-train-mcocr_public_145014wjhib,member8,MC-OCR,train,mcocr_public_145014wjhib,images/mcocr_public_145014wjhib.jpg,768,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wjhib.jpg,3a4a46c077b2092299498877da336f07068b3afcd4d9461a8cdb9068b809fa0e
round2,r2-member8-MC-OCR-train-mcocr_public_145014wkdkh,member8,MC-OCR,train,mcocr_public_145014wkdkh,images/mcocr_public_145014wkdkh.jpg,472,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wkdkh.jpg,c483a00b036959850350b8dca62e2a411f1a3fc8774b360104deab85a01da940
round2,r2-member8-MC-OCR-train-mcocr_public_145014wkmws,member8,MC-OCR,train,mcocr_public_145014wkmws,images/mcocr_public_145014wkmws.jpg,472,1024,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wkmws.jpg,c4aa183b001a3abfd302754ef67f415576820f8e2dcadc8308b656898e834418
round2,r2-member8-MC-OCR-train-mcocr_public_145014wmjil,member8,MC-OCR,train,mcocr_public_145014wmjil,images/mcocr_public_145014wmjil.jpg,720,1280,member8/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014wmjil.jpg,9c15141fdcc62e9d0d51a52e21a4e00d5aee2c273c7f67158a3ea5d2d05d09d8
