round,task_id,member,dataset,source_split,image_id,image_file,width,height,package,source_image,sha256
round2,r2-member5-MC-OCR-train-mcocr_public_145014gvogn,member5,MC-OCR,train,mcocr_public_145014gvogn,images/mcocr_public_145014gvogn.jpg,1024,1366,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014gvogn.jpg,4aa322b5fe5dc336564dc6f6c7c08154119e8d405978ee26f790dc33e4c817eb
round2,r2-member5-MC-OCR-train-mcocr_public_145014gvuhh,member5,MC-OCR,train,mcocr_public_145014gvuhh,images/mcocr_public_145014gvuhh.jpg,1024,768,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014gvuhh.jpg,8e6086932dd1d38c724e843e533881cedbadf18dc6d660893d2c66b8bfcbb417
round2,r2-member5-MC-OCR-train-mcocr_public_145014gwllr,member5,MC-OCR,train,mcocr_public_145014gwllr,images/mcocr_public_145014gwllr.jpg,768,1024,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014gwllr.jpg,3f08491c12d719ce93569304c3d6923ac2d131b786167516e30d7e1be87e27bd
round2,r2-member5-MC-OCR-train-mcocr_public_145014gxgwj,member5,MC-OCR,train,mcocr_public_145014gxgwj,images/mcocr_public_145014gxgwj.jpg,768,1024,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014gxgwj.jpg,6a4d42120add016e3ae102d14e1621c7366e2df7187940ce72f96927a9e057cf
round2,r2-member5-MC-OCR-train-mcocr_public_145014gylsk,member5,MC-OCR,train,mcocr_public_145014gylsk,images/mcocr_public_145014gylsk.jpg,590,1280,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014gylsk.jpg,dc511b964423c3e195a9c26ddac1183c41f0d53c004d55b2a6c604ea727ddd62
round2,r2-member5-MC-OCR-train-mcocr_public_145014hbjul,member5,MC-OCR,train,mcocr_public_145014hbjul,images/mcocr_public_145014hbjul.jpg,576,1024,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014hbjul.jpg,cdad1a4accedb2c4d8244bf7868736b44cd440ea21a9e88e16994244d06e3337
round2,r2-member5-MC-OCR-train-mcocr_public_145014hcbdo,member5,MC-OCR,train,mcocr_public_145014hcbdo,images/mcocr_public_145014hcbdo.jpg,1024,768,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014hcbdo.jpg,7dc71cf129d65d7cc081a1efc1f36fc9a9bae452ac63222f7ce6151fea8d1752
round2,r2-member5-MC-OCR-train-mcocr_public_145014hcsva,member5,MC-OCR,train,mcocr_public_145014hcsva,images/mcocr_public_145014hcsva.jpg,768,1024,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014hcsva.jpg,a642434f2e7abc3618f814c04292135f86fcfeb85d5e34a11d52cf51f0d53956
round2,r2-member5-MC-OCR-train-mcocr_public_145014hdevu,member5,MC-OCR,train,mcocr_public_145014hdevu,images/mcocr_public_145014hdevu.jpg,1024,768,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014hdevu.jpg,28980c6241624de7374b7b07130f2066151f8ad507d01055065e900e47860a7d
round2,r2-member5-MC-OCR-train-mcocr_public_145014hdquz,member5,MC-OCR,train,mcocr_public_145014hdquz,images/mcocr_public_145014hdquz.jpg,720,1280,member5/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014hdquz.jpg,0392cbd48f8b49f14b19b52dcee9f15ca9e7124e39f09816a45f4a3f970fa9ea
