round,task_id,member,dataset,source_split,image_id,image_file,width,height,package,source_image,sha256
round2,r2-member6-MC-OCR-train-mcocr_public_145014mcvls,member6,MC-OCR,train,mcocr_public_145014mcvls,images/mcocr_public_145014mcvls.jpg,1024,1366,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mcvls.jpg,f12b64cc6786b41e64f8f3fa88f511aa61feedc6e4f010721eec3000adfc97aa
round2,r2-member6-MC-OCR-train-mcocr_public_145014mdljs,member6,MC-OCR,train,mcocr_public_145014mdljs,images/mcocr_public_145014mdljs.jpg,768,1024,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mdljs.jpg,a5f426b002d47b3947f2a1d9963e35afc36ceb31527a1a3eeaaecd7a6a24d1f2
round2,r2-member6-MC-OCR-train-mcocr_public_145014mfmvh,member6,MC-OCR,train,mcocr_public_145014mfmvh,images/mcocr_public_145014mfmvh.jpg,768,1024,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mfmvh.jpg,7de9903f20ebf890553e5d47d6a9cc95f430982a7f96c9535459c09a371ebd3b
round2,r2-member6-MC-OCR-train-mcocr_public_145014mgasx,member6,MC-OCR,train,mcocr_public_145014mgasx,images/mcocr_public_145014mgasx.jpg,1024,1365,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mgasx.jpg,52711c6c3f082c31da539cece61b022c2b563a436033b1703dedd44c35115362
round2,r2-member6-MC-OCR-train-mcocr_public_145014mgcfg,member6,MC-OCR,train,mcocr_public_145014mgcfg,images/mcocr_public_145014mgcfg.jpg,768,1024,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mgcfg.jpg,c8aa0caffb0dcdd34c91259764251e889768985e8f95bd309f9dc1cc4afe13e5
round2,r2-member6-MC-OCR-train-mcocr_public_145014mghmv,member6,MC-OCR,train,mcocr_public_145014mghmv,images/mcocr_public_145014mghmv.jpg,590,1280,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mghmv.jpg,6eb058dcf7f2e99710f3d07e1dd04c68e64f684a88aa195d64b91ab8234ad16b
round2,r2-member6-MC-OCR-train-mcocr_public_145014miikd,member6,MC-OCR,train,mcocr_public_145014miikd,images/mcocr_public_145014miikd.jpg,768,1024,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014miikd.jpg,fcbd76e965ad792c7a31029ace649a9af40f3a764723961accf69f488ff1e51b
round2,r2-member6-MC-OCR-train-mcocr_public_145014mikss,member6,MC-OCR,train,mcocr_public_145014mikss,images/mcocr_public_145014mikss.jpg,768,1024,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mikss.jpg,cb2c5aa7cbd0372e7a2e5eb3888f7ff4ea1b80cf0473be6999b6eb7955d244c9
round2,r2-member6-MC-OCR-train-mcocr_public_145014miwkj,member6,MC-OCR,train,mcocr_public_145014miwkj,images/mcocr_public_145014miwkj.jpg,768,1024,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014miwkj.jpg,c543b280caac0975d9415b009a0e5ddc5b76798b17aec0138ba90323cd895880
round2,r2-member6-MC-OCR-train-mcocr_public_145014mjhvf,member6,MC-OCR,train,mcocr_public_145014mjhvf,images/mcocr_public_145014mjhvf.jpg,720,1280,member6/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014mjhvf.jpg,e248e1a96d6417303ac00608df110d8aeeb85e9d990326dae3f808f0b72c35e9
