round,task_id,member,dataset,source_split,image_id,image_file,width,height,package,source_image,sha256
round2,r2-member2-MC-OCR-train-mcocr_public_145013imsqw,member2,MC-OCR,train,mcocr_public_145013imsqw,images/mcocr_public_145013imsqw.jpg,768,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013imsqw.jpg,c3476cc00a3eb0295321e9cbe78716db8e579338ec391b722b229cdc3a5fa7ac
round2,r2-member2-MC-OCR-train-mcocr_public_145013inxnt,member2,MC-OCR,train,mcocr_public_145013inxnt,images/mcocr_public_145013inxnt.jpg,768,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013inxnt.jpg,e5ed71d70b8f1ae4bd1594941b16768f4f824725ab3f2abac5c712e186770b4f
round2,r2-member2-MC-OCR-train-mcocr_public_145013ipoka,member2,MC-OCR,train,mcocr_public_145013ipoka,images/mcocr_public_145013ipoka.jpg,576,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013ipoka.jpg,78eaa031b69d62016c42e042f8e2366c6a11e2f851e88fb318697457abf1dd79
round2,r2-member2-MC-OCR-train-mcocr_public_145013isfbd,member2,MC-OCR,train,mcocr_public_145013isfbd,images/mcocr_public_145013isfbd.jpg,576,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013isfbd.jpg,3463daef6ce1d089349c594a327b8187395ab46504dbc54a3d495bd4158cbdf6
round2,r2-member2-MC-OCR-train-mcocr_public_145013itmvi,member2,MC-OCR,train,mcocr_public_145013itmvi,images/mcocr_public_145013itmvi.jpg,472,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013itmvi.jpg,91f56f85edae5a137376d5e2412651943d1725d43f956552eb638674e0640635
round2,r2-member2-MC-OCR-train-mcocr_public_145013itpoe,member2,MC-OCR,train,mcocr_public_145013itpoe,images/mcocr_public_145013itpoe.jpg,1024,768,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013itpoe.jpg,bed7320985cd80326d19d3f2e6550bf46524f97ff2ec30cfc1f7f60c963cb27b
round2,r2-member2-MC-OCR-train-mcocr_public_145013itqit,member2,MC-OCR,train,mcocr_public_145013itqit,images/mcocr_public_145013itqit.jpg,768,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013itqit.jpg,3843231b9b95c1183a34e286df351ca76c9caf272c0c2580d34686df0a418e7a
round2,r2-member2-MC-OCR-train-mcocr_public_145013iulwh,member2,MC-OCR,train,mcocr_public_145013iulwh,images/mcocr_public_145013iulwh.jpg,1024,1366,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013iulwh.jpg,01148035c870b6e968690045309f6622017d3ec775afa79f02e41f987e88caa5
round2,r2-member2-MC-OCR-train-mcocr_public_145013iurdz,member2,MC-OCR,train,mcocr_public_145013iurdz,images/mcocr_public_145013iurdz.jpg,768,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013iurdz.jpg,a750cb53c9effbde5a5711cd1d06cbe8ba1147b83b63683006cda6b9e7917988
round2,r2-member2-MC-OCR-train-mcocr_public_145013iyqnr,member2,MC-OCR,train,mcocr_public_145013iyqnr,images/mcocr_public_145013iyqnr.jpg,472,1024,member2/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145013iyqnr.jpg,794ff48b615204a4e9fe79fe0af43ebbc19816c15d548c20a850cfe1b8790c94
