task_id,dataset,source_split,image_file,width,height,prefilled_kie_regions,sha256
member6-0001,MC-OCR,validation,images/mcocr_val_145114anqqj.jpg,1024,1366,0,efa83906c73cd08da651a9343a57f3836dae764362f84afeaf70aaa8beb85a44
member6-0002,MC-OCR,validation,images/mcocr_val_145114aszbc.jpg,768,1024,0,90845ae09797b2f9e9654a1316ef66820cd21164c6021b8f8fd9c16ef3235c86
member6-0003,MC-OCR,validation,images/mcocr_val_145114babwd.jpg,768,1024,0,e673b98cd6923b3e752901af7f8277ea504b4963b7353629376b6c1664566fc4
member6-0004,MC-OCR,validation,images/mcocr_val_145114budzl.jpg,768,1024,0,b96e20f6dbaab685832ed1b1c9a54f3f72f36fc8ff8e65f668b6e51d1d545399
member6-0005,MC-OCR,validation,images/mcocr_val_145114cijwj.jpg,768,1024,0,acfbc01a346497cc5aa645e558df15429447d68a283c8c88deac963946c41107
member6-0006,MC-OCR,validation,images/mcocr_val_145114clhnm.jpg,1024,2276,0,fe268c12c7f3132ea5efc5b7a56016d20502191e1dcaf1ade6614fd9bb8dab2e
member6-0007,MC-OCR,validation,images/mcocr_val_145114gmmfs.jpg,768,1024,0,90ca65f05b0b45067e8565cab0512f03882a11a7e8bead1bf751765ff8e4bcf8
member6-0008,MC-OCR,validation,images/mcocr_val_145114gpkup.jpg,768,1024,0,ad9769f39b26e70160fe81740437c368b221d5d7acd1a39be34a5436d9785907
member6-0009,MC-OCR,validation,images/mcocr_val_145114hexkn.jpg,576,1024,0,4008169bf786275410bd7d5816afdd80215820c65fef3371c92050f8538458d0
member6-0010,MC-OCR,validation,images/mcocr_val_145114hikwd.jpg,768,1024,0,66fa2e00237be96d07b2ce33583b93e2a17b56229e06dc2ec1e67ad8e91695dd
member6-0011,MC-OCR,validation,images/mcocr_val_145114ixmyt.jpg,1024,1024,0,3a6d119e42d7d56485e829e6ca04adc83edb323893d14feadf545a3ca9ffae9e
member6-0012,MC-OCR,validation,images/mcocr_val_145114lbdpw.jpg,768,1024,0,0451ce67f4310d1c97980a9d4305ecf6c8ad5fdbe0ef95d54d08db65864c4e51
member6-0013,MC-OCR,validation,images/mcocr_val_145114ledwd.jpg,576,1024,0,7ecca040cd8c85657646e00ba2ab45e33cdd2a0dedf0f2107c2f931dcc89589b
member6-0014,MC-OCR,validation,images/mcocr_val_145114lxzmm.jpg,768,1024,0,228267273afb9de74ef8af521f68432d1ab267ff94817c36c5f77a9979c25bef
member6-0015,MC-OCR,validation,images/mcocr_val_145114otgoc.jpg,576,1024,0,62c535e6629d21f6be93da5073e929088f3d6ba50741d3fd9260872f7ee588f2
member6-0016,MC-OCR,validation,images/mcocr_val_145114qcosd.jpg,576,1024,0,f985c68a84b89a61c8e36909032b92e76d11902d32436ead3b40fcc4bde362e3
member6-0017,MC-OCR,validation,images/mcocr_val_145114qjftu.jpg,576,1024,0,ba8fcb5acbfa1f528908fa7a9aa22b09cb1870efad5530679ccc0a4a1f4198f3
member6-0018,MC-OCR,validation,images/mcocr_val_145114qvgii.jpg,768,1024,0,5954003af0730153bda97e5f1b767592e704f966b7bbe2c72398d4f74989900a
member6-0019,MC-OCR,validation,images/mcocr_val_145114qwedt.jpg,768,1024,0,16a32996632dac48e40f2742f6844bd0b4ddc4f06dbeb2e63f78db5a3a2973f9
member6-0020,MC-OCR,validation,images/mcocr_val_145114qwggd.jpg,768,1024,0,69bae901e4c3af5a6506f5f0381d4affa6f44db1f9fa677eb1d70c5ae86cd0b6
member6-0021,MC-OCR,validation,images/mcocr_val_145114rqxas.jpg,1024,1366,0,bdad60a02a973688b500fb1e10b44167b6bb2e91a6da81e1c6ffc7294e5e077e
member6-0022,MC-OCR,validation,images/mcocr_val_145114tqkcn.jpg,576,1024,0,8b1585ffb3e7c2a8d4d38f6ac0c6179255f2e727b0a80fe4a15ad665e6e019cc
member6-0023,MC-OCR,validation,images/mcocr_val_145114tzwwz.jpg,768,1024,0,b7a6b8780b7c2a05db347921a53845ea783f1be130d127a9b1c2d17e552a0997
member6-0024,MC-OCR,validation,images/mcocr_val_145114unyae.jpg,1024,1365,0,05c4a0defe8ee1fecc07ef53c25829e9548b299781d1e61931491a536d0e3fbf
member6-0025,MC-OCR,validation,images/mcocr_val_145114uwzzt.jpg,1024,1365,0,df7a3a951476e079659a68d5a77e48d67c0a32200a7082e579dd9a362947dbe8
member6-0026,MC-OCR,validation,images/mcocr_val_145114vuumj.jpg,576,1024,0,f7e02a2c80ddf35f34faf889f5cd184f1249981bd34533d3fe8af13abdf220e8
member6-0027,MC-OCR,validation,images/mcocr_val_145114vuxdl.jpg,768,1024,0,a4b985279d062b0841cd7a67eabdf320bbf926790c69cd2b0123aab4dff6db05
member6-0028,MC-OCR,validation,images/mcocr_val_145114wftok.jpg,768,1024,0,c63b38dd8adbe9e951e040f056dc250c70eae1ffae122c63d3b2ecc5a6691b70
member6-0029,MC-OCR,validation,images/mcocr_val_145114xmicn.jpg,1024,1365,0,e7c19b89f25824edc4b79349bd73b88e3840cb85b3636b5476306a4d3bcc5093
member6-0030,MC-OCR,validation,images/mcocr_val_145114yeyft.jpg,576,1024,0,b365c63fb7e6017353940cfbcb844f011aefc4bce5573493ec8438576dd54785
member6-0031,MC-OCR,validation,images/mcocr_val_145114zizpx.jpg,590,1280,0,1b430805d5363feedcc3c840bed7f6dea187345b8af55fa2b44665ae1fb69996
member6-0032,MC-OCR,validation,images/mcocr_val_145115abnlz.jpg,768,1024,0,0be56999b9c03de0976f8f670962b97e0366c6158c06b34b8f26595a231d4366
member6-0033,MC-OCR,validation,images/mcocr_val_145115acweu.jpg,768,1024,0,c5a3c3f89ddb85c54d437d67cca9c0327754123908e3240eb90ad00f0def5a0b
member6-0034,MC-OCR,validation,images/mcocr_val_145115addwh.jpg,576,1024,0,2821d1bd6c8e9eecdd86f90194d57c24329e307327ceffd168f11d30aa8db874
member6-0035,MC-OCR,validation,images/mcocr_val_145115aeiqh.jpg,1024,1365,0,9739bab81677cc3caeec29e2038c4058ebf31dfe8a8c74bcd67fc4defe9ebeab
member6-0036,MC-OCR,validation,images/mcocr_val_145115aikhi.jpg,1024,1580,0,25c6539aaa0b003202cd0a9f106b30542a2b281167e4790535f1b35dce1e5b3d
member6-0037,MC-OCR,validation,images/mcocr_val_145115akhkf.jpg,1024,1366,0,0e2f46a6429390d6a0ef13477fd3fcef2d74fc5e00a20464be4a5e90daf59d62
member6-0038,MC-OCR,validation,images/mcocr_val_145115alcfe.jpg,1024,1366,0,d096f9e61f34fc79abeda1a7355981d5ce887b5212b94d8e1d1154275ff8ce3b
member6-0039,MC-OCR,validation,images/mcocr_val_145115alfzq.jpg,1024,1366,0,3c12d70850ffeb6bd75ec96e2e02868bafaa8a3908f41d968a4e56fd5a4f9627
member6-0040,MC-OCR,validation,images/mcocr_val_145115ambgj.jpg,720,1280,0,9a0dea480dec535811960466adc291e3f968ff388f99ed67d61c7638a0e63b6c
member6-0041,MC-OCR,validation,images/mcocr_val_145115amgir.jpg,768,1024,0,aa406bcf6e35e739c0af0cc05482c99a798783b79cb6ae7c0f42be39de67975f
member6-0042,MC-OCR,validation,images/mcocr_val_145115aohoe.jpg,768,1024,0,d6a5d63d5733142f30c4cd56a4ffde9f905070bcd53ab93ea66205f1fb768b14
member6-0043,MC-OCR,validation,images/mcocr_val_145115aozns.jpg,1024,1366,0,3ba42b38a5a3b768b9db16a2c4a9019629e59573068ebe296bfb841c004ab547
member6-0044,MC-OCR,validation,images/mcocr_val_145115aqmhw.jpg,576,1024,0,82c9677f5b3151bb1f78cc842552f32591c335a0765e00139c3469b09024f665
member6-0045,MC-OCR,validation,images/mcocr_val_145115ardez.jpg,590,1280,0,51aaae9243b913822ddd45da95a8c37343c9756c86c97b06d8287551d48efcb8
member6-0046,MC-OCR,validation,images/mcocr_val_145115auaqs.jpg,720,1280,0,2650aeadd7e3f7abaf28dab36854e288e95283c9313610c6ad2104cc1cf77777
member6-0047,MC-OCR,validation,images/mcocr_val_145115azksw.jpg,768,1024,0,dfdb545a4005c8591cebb53395c7f9930f28c4e72129ecdb10616786861c4d7f
member6-0048,MC-OCR,validation,images/mcocr_val_145115azqhi.jpg,768,1024,0,bf373f23984dd4ce1b6776cbc10fadc19c0d30b0a9eb14c03e9ffa707fcdebed
member6-0049,MC-OCR,validation,images/mcocr_val_145115bbyzp.jpg,768,1024,0,2250b856f97cd927c18a66167de7be93a725e58364ef221fd522b93353ad997c
member6-0050,MC-OCR,validation,images/mcocr_val_145115bcojo.jpg,576,1024,0,6ca6a0c46470d0a69a8ba53708b37f4bc5c3b6690f66a3482544e0fd85feed88
member6-0051,MC-OCR,validation,images/mcocr_val_145115bdssz.jpg,576,1024,0,9a2c6489155b15192f8afde43104661ef7ce5c4440895287c145a8575424e0dc
member6-0052,MC-OCR,validation,images/mcocr_val_145115bdxyc.jpg,576,1024,0,a3c60cc31826265d0af0f7f88937e95390c6cfcf4f969960d70827bb2032f173
member6-0053,MC-OCR,validation,images/mcocr_val_145115bexih.jpg,768,1024,0,e73d1431f0f430cb62630184928dc1c0ca4ce302cab5c135d7a78456501b8abb
member6-0054,MC-OCR,validation,images/mcocr_val_145115bflng.jpg,576,1024,0,d720ea988dc6b622bc237bc0d3691f3a4db16d72cdaaa3a7f94a67aff8b16f9a
member6-0055,MC-OCR,validation,images/mcocr_val_145115bfzur.jpg,1024,768,0,a4a9963c95aef53c39c8f02cedaeca252d6a3dbc47ac7563201105a57a24970f
member6-0056,MC-OCR,validation,images/mcocr_val_145115bgjwm.jpg,1024,2115,0,487d834baaf5bf9c5356613b569609f583fa831d339bd50029878089f71e1c04
member6-0057,MC-OCR,validation,images/mcocr_val_145115bhyjk.jpg,768,1024,0,e6539aa9139b0ade2f850f88e0516150083fb108f12b001e53d6e7bdfb1d8ee5
member6-0058,MC-OCR,validation,images/mcocr_val_145115bieem.jpg,576,1024,0,52011a1144c4e831f5f8953ef0be7e484a5a4bb3f7505115ed59f33884c55438
member6-0059,MC-OCR,validation,images/mcocr_val_145115bsuyk.jpg,768,1024,0,459633f259daa2938f0df1601240bcb3d6f3f09e0e39735ba0920ceb3c857b1e
member6-0060,MC-OCR,validation,images/mcocr_val_145115bttrw.jpg,1024,1820,0,98d0708a316db0f98c21c8854108cc969eab27fc1d1620752359d6a35dc3136a
member6-0061,MC-OCR,validation,images/mcocr_val_145115buhji.jpg,768,1024,0,667a665ce7220584922488410ff3c06232df779804aef95cba6b57196a861ca2
member6-0062,MC-OCR,validation,images/mcocr_val_145115buoti.jpg,768,1024,0,82639d5883a38b7557f115b55dc99f9869e2f3ab14fef894c32515adb1e5ae03
member6-0063,MC-OCR,validation,images/mcocr_val_145115bwind.jpg,1024,768,0,5cb743cd2da95f3d6dff73717a41be7a2e7420323edeb7ebb8adf8fe2db83c56
member6-0064,MC-OCR,validation,images/mcocr_val_145115bwvdo.jpg,768,1024,0,aec0a5b8e865b01842a3e843d2a917c51ed3b650d9a43c91b1dc06f4bcc32d18
member6-0065,MC-OCR,validation,images/mcocr_val_145115bxehb.jpg,1024,2079,0,8d1fbc2929d9ad2ca3b4bddcd6b364ac942e68b48a85ce6b0e53cd019e8e956f
member6-0066,MC-OCR,validation,images/mcocr_val_145115bxrpi.jpg,768,1024,0,1997853200b9caf1329f8e24444518b6aa11dc6f1b0ff7c7f9dbd2365183aa1d
member6-0067,MC-OCR,validation,images/mcocr_val_145115bxsnt.jpg,768,1024,0,12b45d0619f136baefb881de2007f89309e9d1181c9c7049fc2658f7b41ca35f
member6-0068,MC-OCR,validation,images/mcocr_val_145115bytlk.jpg,768,1024,0,48f8d12211218136895c9136ce9d063779484f2bfe11165db55ae655d6d88415
member6-0069,MC-OCR,validation,images/mcocr_val_145115capyt.jpg,768,1024,0,8e09367fa6a349feaa5b3975b8c07506a082dd6ab32059adc2c4e73ada0003f7
member6-0070,MC-OCR,validation,images/mcocr_val_145115ccpwc.jpg,768,1024,0,52b695eae755f9db949208c3e29d4975ec52236683152ee75df8e19e9ee0a71a
member6-0071,MC-OCR,validation,images/mcocr_val_145115cdskc.jpg,768,1024,0,44517317af964fc5b30afe4414b754519b8ad08c092efb14e6fc0d16ff9365a3
member6-0072,MC-OCR,validation,images/mcocr_val_145115cessj.jpg,768,1024,0,6af466cd7afef048f6a1769f2bc185ccd3865bb99a0a464fb65bf0a7f9128b4c
member6-0073,MC-OCR,validation,images/mcocr_val_145115cfwch.jpg,576,1024,0,ce90631449305aded005ce82ed4c62204c9c5a4a0460767c57f0f8dbce726813
member6-0074,MC-OCR,validation,images/mcocr_val_145115cfxhw.jpg,472,1024,0,b769010a421df12e86891eaae574421682de49d19091752cdc4e68869fa2ec0a
member6-0075,MC-OCR,validation,images/mcocr_val_145115cgdhv.jpg,768,1024,0,928765bd7d0f358b6c188afffe4c803ffd77ae7031c88653e8fa0fc0851ff4f2
member6-0076,MC-OCR,validation,images/mcocr_val_145115cgfrz.jpg,1024,1366,0,4fbb2b185935dc518a845f1ffc4683c5f31ac454d99b8ab4d1eacc8b61a8bbcc
member6-0077,MC-OCR,validation,images/mcocr_val_145115cgoeo.jpg,768,1024,0,56633f3e6d79967f9d67c4869a93f02b0ef1b077c2b3fc037c63f37a902b2734
member6-0078,MC-OCR,validation,images/mcocr_val_145115cozxn.jpg,576,1024,0,10f32f3e5a3a8f4b81ad420663f4998e9b9671ceecffe2a626877699156e7ebe
member6-0079,MC-OCR,validation,images/mcocr_val_145115cuzpw.jpg,576,1024,0,dc5c0a179e1d45e00f4aaa948a437fcce8f9f59b72025a4d4ec2084dbb3fc5ac
member6-0080,MC-OCR,validation,images/mcocr_val_145115cvslb.jpg,1024,1367,0,6c696c33bd6dff1a6285fdc9cb9deaf88674790d77ee45fe7f381ce7627055a8
member6-0081,MC-OCR,validation,images/mcocr_val_145115cyzle.jpg,768,1024,0,eb20f84731296ea313e576d86478938771bab7636a349d9bfaac72d44d595435
member6-0082,MC-OCR,validation,images/mcocr_val_145115czygu.jpg,768,1024,0,02fd45761dbd71510df3ad988f3a7b68b2d02c0eab25638e05c3b78efe0f59d0
member6-0083,MC-OCR,validation,images/mcocr_val_145115dbbem.jpg,576,1024,0,80fd21bc275dfa7f935266ca7de3d28c1b735acc57ebd6920a14355c6ba2c8dd
member6-0084,MC-OCR,validation,images/mcocr_val_145115ddutz.jpg,576,1024,0,b9e0bd97351a08437e26c749c17f251f1f0ae4515770b07049088bc3427bdafb
member6-0085,MC-OCR,validation,images/mcocr_val_145115deeje.jpg,1024,1366,0,dcd6e331c950b81fda9906fc6669f0e134844f7a8bcd2419d1823057eb239447
member6-0086,MC-OCR,validation,images/mcocr_val_145115diyls.jpg,768,1024,0,062b2450d134a049780cd7c2e3503795c8952012bced441c37574b527a919a02
member6-0087,MC-OCR,validation,images/mcocr_val_145115djbdi.jpg,576,1024,0,679b39f6570c2ca174077755bb98caf67637de55a03c25d1f3af0fdc0a00736a
member6-0088,MC-OCR,validation,images/mcocr_val_145115djrgn.jpg,768,1024,0,b3907c7824bd7caf60208dda2f3bf3cca05a13cd5525220f9af9f03772bf78e5
member6-0089,MC-OCR,validation,images/mcocr_val_145115dmols.jpg,768,1024,0,ddbb12815faf52a01e6944f3e7006d0b3c284a2fa1658fed669bba637f056b4c
member6-0090,MC-OCR,validation,images/mcocr_val_145115drrnr.jpg,590,1280,0,443577852324333e0b4710a8f63ab0281cb827e939285fb976364c34404ae142
member6-0091,MC-OCR,validation,images/mcocr_val_145115dtfvf.jpg,576,1024,0,4fd1fac502249e9cd4835baf176c0453cfa9264017772c07c28052724bade132
member6-0092,MC-OCR,validation,images/mcocr_val_145115dvysp.jpg,1024,1366,0,ff6079dcbb5c1dfa7da5ff9eb466c777dd72551d504cd2df519de5acd9cb2651
