task_id,dataset,source_split,image_file,width,height,prefilled_kie_regions,sha256
member5-0001,UIT-MLReceipts,test,images/001751.jpg,2048,1536,7,2a740df9492d50b6519a4ae5ec9e32c300c94da188423644ec67006aa25c8721
member5-0002,UIT-MLReceipts,test,images/001752.jpg,1536,2048,6,e975d8263d99b53e8deef7551ba5cb02679ef8575bc25d2f6cd4f93b81e7c33b
member5-0003,UIT-MLReceipts,test,images/001753.jpg,1536,2048,7,888a1c19386c01a782a93de862905780ac64b6986a077f6ed0fc722d65d425cf
member5-0004,UIT-MLReceipts,test,images/001754.jpg,1536,2048,6,d163e93347aff7211982fa5377f058f303d09c034e8cb82ee261d9bfc995e910
member5-0005,UIT-MLReceipts,test,images/001755.jpg,2048,1536,7,96dfe609d9353d4904e6287cd57a5640b5a1519b9e8f3b1c9416aab9f1a4ce76
member5-0006,UIT-MLReceipts,test,images/001756.jpg,1280,720,5,fb80753ae95a75b89971e6f2960831bc8e322f5cf2d26ecab925667cd2827285
member5-0007,UIT-MLReceipts,test,images/001757.jpg,2048,1536,5,331c18f66f1f9f8bc239f2405c13334a1879ccd00fd86f067e989953de637b87
member5-0008,UIT-MLReceipts,test,images/001758.jpg,2048,1536,4,98f253f89c5527bd6351430c539e7842541875f71e1bcedf50ceb4931406fb78
member5-0009,UIT-MLReceipts,test,images/001759.jpg,2048,1536,6,572bfb61bab114b0a620560066e1cf3083f18c79608390851dd46c8571fc0aa6
member5-0010,UIT-MLReceipts,test,images/001760.jpg,1536,2048,7,7d7a07d2bc7e270a5b4c8143a1168da8a832b80bca2759012067b8c14de5479b
member5-0011,UIT-MLReceipts,test,images/001761.jpg,1536,2048,7,9be1fe17af9e83cc0e51685bcc611bbb618f9e84c682fbe70570f3e068fb204b
member5-0012,UIT-MLReceipts,test,images/001762.jpg,960,1280,6,2d2bb94e0789bdf345594337267d337961e966d6734730b6338f17e89cd69c41
member5-0013,UIT-MLReceipts,test,images/001763.jpg,956,1276,5,a84a7c4bce68b15163968f63081fd61a424a6b49f7d561294eccd197a0c8164a
member5-0014,UIT-MLReceipts,test,images/001764.jpg,960,1707,7,788fb09f05a41d23d3a7044a276dbcfb87e4d5b602f36c5c0a7bb0478b90c24f
member5-0015,UIT-MLReceipts,test,images/001765.jpg,1536,2048,4,95dab3a62b94af4c7f4ad48c9f84fee55406bdc42a0ab7f64bb3870e6bb1b7f9
member5-0016,UIT-MLReceipts,test,images/001766.jpg,1536,2048,6,62087ed8e429afc3541eab0d2a5c043c2d7599dd820a5ccd1b3c51399b58d18a
member5-0017,UIT-MLReceipts,test,images/001767.jpg,2048,1536,5,f1188a646c139273c44219723234dc5f1f535e4f5f1a0c6076e1716c0ec4a868
